namespace,name,def
biological_process,DNA recombination,"""Any process in which a new genotype is formed by reassortment of genes resulting in gene combinations different from those that were present in the parents. In eukaryotes genetic recombination can occur by chromosome assortment, intrachromosomal recombination, or nonreciprocal interchromosomal recombination. Interchromosomal recombination occurs by crossing over. In bacteria it may occur by genetic transformation, conjugation, transduction, or F-duction."" [ISBN:0198506732]"
biological_process,cellular response to follicle-stimulating hormone stimulus,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a follicle-stimulating hormone stimulus."" [GOC:mah]"
biological_process,erythrocyte differentiation,"""The process in which a myeloid precursor cell acquires specializes features of an erythrocyte."" [GOC:mah]"
molecular_function,RNA polymerase II complex binding,"""Interacting selectively and non-covalently with RNA polymerase II core enzyme, a multisubunit eukaryotic nuclear RNA polymerase typically composed of twelve subunits."" [GOC:txnOH]"
biological_process,cardiac right ventricle formation,"""The developmental process pertaining to the initial formation of a right cardiac ventricle from unspecified parts."" [GOC:mtg_heart]"
biological_process,face morphogenesis,"""The process in which the anatomical structures of the face are generated and organized. The face is the ventral division of the head."" [GOC:dph]"
biological_process,semicircular canal morphogenesis,"""The process in which the anatomical structures of the semicircular canals are generated and organized."" [GOC:dgh, GOC:dph, GOC:jid]"
biological_process,regulation of cell cycle G2/M phase transition,"""Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the cell cycle."" [GO_REF:0000058, GOC:jl, GOC:TermGenie]"
molecular_function,antigen binding,"""Interacting selectively and non-covalently with an antigen, any substance which is capable of inducing a specific immune response and of reacting with the products of that response, the specific antibody or specifically sensitized T-lymphocytes, or both. Binding may counteract the biological activity of the antigen."" [GOC:jl, ISBN:0198506732, ISBN:0721662544]"
molecular_function,Tat protein binding,"""Interacting selectively and non-covalently with Tat, a viral transactivating regulatory protein from the human immunodeficiency virus, or the equivalent protein from another virus."" [GOC:mah, PMID:9094689]"
biological_process,regulation of response to DNA damage stimulus,"""Any process that modulates the frequency, rate or extent of response to DNA damage stimulus."" [GOC:obol]"
biological_process,positive regulation of chemokine (C-X-C motif) ligand 2 production,"""Any process that activates or increases the frequency, rate or extent of chemokine (C-X-C motif) ligand 2 production."" [GOC:BHF, GOC:mah]"
biological_process,positive regulation of protein dephosphorylation,"""Any process that activates or increases the frequency, rate or extent of removal of phosphate groups from a protein."" [GOC:bf]"
biological_process,positive regulation of transcription involved in exit from mitosis,"""Any process that increases the frequency, rate or extent of transcription as the cell leaves M phase. M phase is the part of the mitotic cell cycle during which mitosis and cytokinesis take place."" [GOC:dph, GOC:isa_complete, GOC:tb]"
biological_process,negative regulation of fibroblast growth factor receptor signaling pathway,"""Any process that stops, prevents, or reduces the frequency, rate or extent of fibroblast growth factor receptor signaling pathway activity."" [GOC:go_curators]"
biological_process,voluntary musculoskeletal movement,"""The movement of an organism or part of an organism using mechanoreceptors, the nervous system, striated muscle and/or the skeletal system that can be controlled at will."" [GOC:dph]"
biological_process,leukocyte homeostasis,"""The process of regulating the proliferation and elimination of cells of the immune system such that the total number of cells of a particular cell type within a whole or part of an organism is stable over time in the absence of an outside stimulus."" [GOC:add, ISBN:0781735149]"
biological_process,cellular protein localization,"""Any process in which a protein is transported to, and/or maintained in, a specific location at the level of a cell. Localization at the cellular level encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell."" [GOC:mah]"
biological_process,regulation of activin receptor signaling pathway,"""Any process that modulates the frequency, rate or extent of the activity of any activin receptor signaling pathway."" [GOC:BHF, GOC:rl]"
biological_process,positive regulation of histone H3-K4 methylation,"""Any process that activates or increases the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 4 of histone H3."" [GOC:mah]"
biological_process,proteolysis,"""The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds."" [GOC:bf, GOC:mah]"
biological_process,negative regulation of cell death,"""Any process that decreases the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death."" [GOC:BHF, GOC:dph, GOC:tb]"
molecular_function,Hsp70 protein binding,"""Interacting selectively and non-covalently with Hsp70 proteins, any of a group of heat shock proteins around 70kDa in size."" [ISBN:0198506732]"
cellular_component,dendritic spine,"""A small, membranous protrusion from a dendrite that forms a postsynaptic compartment - typically receiving input from a single presynapse.  They function as partially isolated biochemical and an electrical compartments. Spine morphology is variable including \""thin\"", \""stubby\"", \""mushroom\"", and \""branched\"", with a continuum of intermediate morphologies. They typically terminate in a bulb shape, linked to the dendritic shaft by a restriction. Spine remodeling is though to be involved in synaptic plasticity."" [GOC:nln]"
biological_process,negative regulation of cell cycle,"""Any process that stops, prevents or reduces the rate or extent of progression through the cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]"
biological_process,heart trabecula formation,"""The process of creating a trabecula in the heart. A trabecula is a tissue element in the form of a small beam, strut or rod."" [GOC:dph]"
biological_process,positive regulation of transcription from RNA polymerase II promoter in response to oxidative stress,"""Any process that increases the frequency, rate or extent of transcription from an RNA polymerase II promoter as a result of a stimulus indicating the organism is under oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:rn, PMID:14978214, PMID:18439143]"
biological_process,cellular lipid catabolic process,"""The chemical reactions and pathways resulting in the breakdown of lipids, as carried out by individual cells."" [GOC:jl]"
biological_process,"DNA-templated transcription, termination","""The cellular process that completes DNA-templated transcription; the formation of phosphodiester bonds ceases, the RNA-DNA hybrid dissociates, and RNA polymerase releases the DNA."" [GOC:txnOH, ISBN:0716720094, PMID:15020047, PMID:18280161]"
molecular_function,promoter-specific chromatin binding,"""Interacting selectively and non-covalently with a section of chromatin that is associated with gene promoter sequences of DNA."" [PMID:19948729]"
biological_process,sensory perception of pain,"""The series of events required for an organism to receive a painful stimulus, convert it to a molecular signal, and recognize and characterize the signal. Pain is medically defined as the physical sensation of discomfort or distress caused by injury or illness, so can hence be described as a harmful stimulus which signals current (or impending) tissue damage. Pain may come from extremes of temperature, mechanical damage, electricity or from noxious chemical substances. This is a neurological process."" [http://www.onelook.com/]"
biological_process,positive regulation of DNA methylation,"""Any process that activates or increases the frequency, rate or extent of DNA methylation."" [GO_REF:0000058, GOC:bc, GOC:PARL, GOC:TermGenie, PMID:27336847]"
biological_process,regulation of histone H3-K14 acetylation,"""Any process that modulates the frequency, rate or extent of the addition of an acetyl group to histone H3 at position 14 of the histone."" [GOC:mah]"
molecular_function,phosphatidylinositol binding,"""Interacting selectively and non-covalently with any inositol-containing glycerophospholipid, i.e. phosphatidylinositol (PtdIns) and its phosphorylated derivatives."" [GOC:bf, ISBN:0198506732, PMID:11395417]"
cellular_component,plasma membrane,"""The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."" [ISBN:0716731363]"
biological_process,locomotor rhythm,"""The rhythm of the locomotor activity of an organism during its 24 hour activity cycle."" [GOC:go_curators]"
biological_process,regulation of lipid metabolic process,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving lipids."" [GOC:go_curators]"
biological_process,positive regulation of endodeoxyribonuclease activity,"""Any process that activates or increases the frequency, rate or extent of endodeoxyribonuclease activity, the hydrolysis of ester linkages within deoxyribonucleic acid by creating internal breaks."" [GOC:mah]"
biological_process,histone ubiquitination,"""The modification of histones by addition of ubiquitin groups."" [GOC:ai]"
biological_process,"cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","""Endonucleolytic cleavage within ITS2 between the 5.8S rRNA and the LSU-rRNA of an rRNA molecule originally produced as a tricistronic rRNA transcript that contained the Small SubUnit (SSU) rRNA, the 5.8S rRNA, and the Large SubUnit (LSU) rRNA, in that order, from 5' to 3' along the primary transcript."" [GOC:curators, PMID:10690410]"
biological_process,hippocampus development,"""The progression of the hippocampus over time from its initial formation until its mature state."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, GOC:mtg_15jun06, ISBN:0878937420, UBERON:0002421]"
biological_process,regulation of protein localization,"""Any process that modulates the frequency, rate or extent of any process in which a protein is transported to, or maintained in, a specific location."" [GOC:dph, GOC:mah, GOC:tb]"
cellular_component,perinuclear region of cytoplasm,"""Cytoplasm situated near, or occurring around, the nucleus."" [GOC:jid]"
biological_process,regulation of androgen receptor signaling pathway,"""Any process that modulates the rate, frequency, or extent of the androgen receptor signaling pathway."" [GOC:dph]"
molecular_function,insulin receptor substrate binding,"""Interacting selectively and non-covalently with any of the insulin receptor substrate (IRS) proteins, adaptor proteins that bind to the transphosphorylated insulin and insulin-like growth factor receptors, are themselves phosphorylated and in turn recruit SH2 domain-containing signaling molecules to form a productive signaling complex."" [PMID:12829233]"
biological_process,phosphorylation,"""The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide."" [ISBN:0198506732]"
molecular_function,NAD(P)+-protein-arginine ADP-ribosyltransferase activity,"""Catalysis of the reaction: NAD(P)+ + L-arginine = nicotinamide + N2-(ADP-D-ribosyl)-L-arginine."" [EC:2.4.2.31]"
biological_process,transcription elongation from RNA polymerase II promoter,"""The extension of an RNA molecule after transcription initiation and promoter clearance at an RNA polymerase II promoter by the addition of ribonucleotides catalyzed by RNA polymerase II."" [GOC:mah, GOC:txnOH]"
biological_process,embryonic cranial skeleton morphogenesis,"""The process in which the anatomical structures of the cranial skeleton are generated and organized during the embryonic phase."" [GOC:dsf, GOC:jid, PMID:16049113]"
biological_process,sterol biosynthetic process,"""The chemical reactions and pathways resulting in the formation of sterols, steroids with one or more hydroxyl groups and a hydrocarbon side-chain in the molecule."" [GOC:go_curators]"
molecular_function,"DNA-binding transcription repressor activity, RNA polymerase II-specific","""A protein or a member of a complex that interacts selectively and non-covalently with a specific DNA sequence (sometimes referred to as a motif) within the regulatory region of a RNA polymerase II-transcribed gene to repress or decrease transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units."" [GOC:txnOH-2018]"
biological_process,regulation of autophagy,"""Any process that modulates the frequency, rate or extent of autophagy. Autophagy is the process in which cells digest parts of their own cytoplasm."" [GOC:dph, GOC:tb]"
biological_process,uterine gland development,"""The process whose specific outcome is the progression of an uterine gland over time, from its formation to the mature structure."" [GO_REF:0000094, GOC:TermGenie, PMID:23619340]"
biological_process,positive regulation of receptor biosynthetic process,"""Any process that increases the frequency or rate of receptor biosynthesis. Receptor biosynthesis is the collection of chemical reactions and pathways resulting in the formation of a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function."" [GOC:BHF, GOC:tb]"
molecular_function,ATP-dependent 3'-5' DNA helicase activity,"""Catalysis of the reaction: ATP + H2O = ADP + phosphate; drives the unwinding of the DNA helix in the direction 3' to 5'."" [GOC:jl]"
biological_process,dendritic spine development,"""The process whose specific outcome is the progression of the dendritic spine over time, from its formation to the mature structure. A dendritic spine is a protrusion from a dendrite and a specialized subcellular compartment involved in synaptic transmission."" [GOC:dph]"
biological_process,negative regulation of fat cell differentiation,"""Any process that stops, prevents, or reduces the frequency, rate or extent of adipocyte differentiation."" [GOC:go_curators]"
molecular_function,histone methyltransferase activity (H2A-R3 specific),"""Catalysis of the reaction: S-adenosyl-L-methionine + (histone H2A)-arginine (position 3) = S-adenosyl-L-homocysteine + (histone H2A)-N-methyl-arginine (position 3). This reaction is the addition of a methyl group to arginine at position 3 of histone H2A."" [GOC:mah, PMID:17898714]"
biological_process,regulation of DNA repair,"""Any process that modulates the frequency, rate or extent of DNA repair."" [GOC:go_curators]"
biological_process,regulation of cytokinesis,"""Any process that modulates the frequency, rate or extent of the division of the cytoplasm of a cell and its separation into two daughter cells."" [GOC:mah]"
biological_process,regulation of protein complex assembly,"""Any process that modulates the frequency, rate or extent of protein complex assembly."" [GOC:jl]"
biological_process,histone H4-K12 acetylation,"""The modification of histone H4 by the addition of an acetyl group to a lysine residue at position 12 of the histone."" [GOC:jl]"
cellular_component,cytoplasmic side of plasma membrane,"""The leaflet the plasma membrane that faces the cytoplasm and any proteins embedded or anchored in it or attached to its surface."" [GOC:dos, GOC:tb]"
cellular_component,microtubule associated complex,"""Any multimeric complex connected to a microtubule."" [GOC:jl]"
molecular_function,S-adenosylmethionine-dependent methyltransferase activity,"""Catalysis of the transfer of a methyl group from S-adenosyl-L-methionine to a substrate."" [GOC:mah]"
biological_process,"CD4-positive, alpha-beta T cell differentiation","""The process in which a relatively unspecialized T cell acquires specialized features of a mature CD4-positive, alpha-beta T cell."" [CL:0000624, ISBN:0781735149]"
biological_process,regulation of uterine smooth muscle contraction,"""Any process that modulates the frequency, rate or extent of uterine smooth muscle contraction."" [GOC:go_curators]"
biological_process,histone H3 acetylation,"""The modification of histone H3 by the addition of an acetyl group."" [GOC:jl]"
biological_process,ubiquitin-dependent protein catabolic process,"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein."" [GOC:go_curators]"
cellular_component,meiotic spindle,"""A spindle that forms as part of meiosis. Several proteins, such as budding yeast Spo21p, fission yeast Spo2 and Spo13, and C. elegans mei-1, localize specifically to the meiotic spindle and are absent from the mitotic spindle."" [GOC:mah, GOC:vw, PMID:11408572, PMID:18367542, PMID:8027178]"
molecular_function,calcium ion binding,"""Interacting selectively and non-covalently with calcium ions (Ca2+)."" [GOC:ai]"
biological_process,positive regulation of muscle atrophy,"""Any process that activates or increases the frequency, rate or extent of muscle atrophy."" [GOC:mtg_muscle]"
molecular_function,transcription regulatory region DNA binding,"""Interacting selectively and non-covalently with a DNA region that regulates the transcription of a region of DNA, which may be a gene, cistron, or operon. Binding may occur as a sequence specific interaction or as an interaction observed only once a factor has been recruited to the DNA by other factors."" [GOC:jl, GOC:txnOH, SO:0005836]"
biological_process,definitive erythrocyte differentiation,"""Erythrocyte differentiation which occurs as part of the process of definitive hemopoiesis."" [GOC:add, GOC:BHF, GOC:dph]"
biological_process,rhythmic process,"""Any process pertinent to the generation and maintenance of rhythms in the physiology of an organism."" [GOC:jid]"
biological_process,"transcription, DNA-templated","""The cellular synthesis of RNA on a template of DNA."" [GOC:jl, GOC:txnOH]"
molecular_function,RNA polymerase II CTD heptapeptide repeat kinase activity,"""Catalysis of the reaction: ATP + (DNA-directed RNA polymerase II) = ADP + phospho-(DNA-directed RNA polymerase II); phosphorylation occurs on residues in the carboxy-terminal domain (CTD) repeats."" [EC:2.7.11.23, GOC:mah]"
biological_process,negative regulation of organ growth,"""Any process that stops, prevents, or reduces the frequency, rate or extent of growth of an organ of an organism."" [GOC:bf, GOC:tb]"
biological_process,protein poly-ADP-ribosylation,"""The transfer of multiple ADP-ribose residues from NAD to a protein amino acid, forming a poly(ADP-ribose) chain."" [GOC:BHF, GOC:mah, GOC:rl, PMID:25043379]"
biological_process,regulation of DNA N-glycosylase activity,"""Any process that modulates the frequency, rate or extent of DNA N-glycosylase activity."" [GOC:rph, GOC:TermGenie, PMID:15518571]"
cellular_component,rough endoplasmic reticulum,"""The rough (or granular) endoplasmic reticulum (ER) has ribosomes adhering to the outer surface; the ribosomes are the site of translation of the mRNA for those proteins which are either to be retained within the cisternae (ER-resident proteins), the proteins of the lysosomes, or the proteins destined for export from the cell. Glycoproteins undergo their initial glycosylation within the cisternae."" [ISBN:0198506732]"
biological_process,histone modification,"""The covalent alteration of one or more amino acid residues within a histone protein."" [GOC:krc]"
molecular_function,telomeric repeat-containing RNA binding,"""Interacting selectively and non-covalently with long non-coding RNA molecules transcribed from subtelomeric regions in most eukaryotes. Telomeric repeat-containing RNA (TERRA) molecules consist of subtelomeric-derived sequences and G-rich telomeric repeats."" [GOC:BHF, GOC:BHF_telomere, GOC:dph, GOC:jbu, PMID:20655916]"
biological_process,protein-containing complex assembly,"""The aggregation, arrangement and bonding together of a set of macromolecules to form a protein-containing complex."" [GOC:jl]"
biological_process,spermatid development,"""The process whose specific outcome is the progression of a spermatid over time, from its formation to the mature structure."" [GOC:dph, GOC:go_curators]"
biological_process,animal organ development,"""Development of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dph, GOC:jid]"
molecular_function,magnesium ion binding,"""Interacting selectively and non-covalently with magnesium (Mg) ions."" [GOC:ai]"
biological_process,G1/S transition of mitotic cell cycle,"""The mitotic cell cycle transition by which a cell in G1 commits to S phase. The process begins with the build up of G1 cyclin-dependent kinase (G1 CDK), resulting in the activation of transcription of G1 cyclins. The process ends with the positive feedback of the G1 cyclins on the G1 CDK which commits the cell to S phase, in which DNA replication is initiated."" [GOC:mtg_cell_cycle]"
biological_process,histone H2A acetylation,"""The modification of histone H2A by the addition of an acetyl group."" [GOC:jl]"
molecular_function,histone methyltransferase activity (H3-K4 specific),"""Catalysis of the reaction: S-adenosyl-L-methionine + histone H3 L-lysine (position 4) = S-adenosyl-L-homocysteine + histone H3 N6-methyl-L-lysine (position 4). This reaction is the addition of a methyl group onto lysine at position 4 of the histone H3 protein."" [PMID:12086618]"
biological_process,secondary palate development,"""The biological process whose specific outcome is the progression of the secondary palate from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure. The secondary palate is the part of the palate formed from the fusion of the two palatine shelves, extensions of the maxillary prominences."" [PMID:28784960]"
biological_process,negative regulation of smooth muscle cell differentiation,"""Any process that stops, prevents, or reduces the frequency, rate or extent of smooth muscle cell differentiation."" [CL:0000192, GOC:ai]"
biological_process,C-5 methylation of cytosine,"""The covalent transfer of a methyl group to C-5 of cytosine in a DNA molecule."" [GOC:ascb_2009, GOC:dph, GOC:tb]"
cellular_component,mitochondrion,"""A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."" [GOC:giardia, ISBN:0198506732]"
biological_process,macroautophagy,"""The major inducible pathway for the general turnover of cytoplasmic constituents in eukaryotic cells, it is also responsible for the degradation of active cytoplasmic enzymes and organelles during nutrient starvation. Macroautophagy involves the formation of double-membrane-bounded autophagosomes which enclose the cytoplasmic constituent targeted for degradation in a membrane-bounded structure.  Autophagosomes then fuse with a lysosome (or vacuole) releasing single-membrane-bounded autophagic bodies that are then degraded within the lysosome (or vacuole). Some types of macroautophagy, e.g. pexophagy, mitophagy, involve selective targeting of the targets to be degraded."" [PMID:11099404, PMID:12914914, PMID:15798367, PMID:16973210, PMID:20159618, PMID:9412464]"
biological_process,cellular response to insulin stimulus,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin stimulus. Insulin is a polypeptide hormone produced by the islets of Langerhans of the pancreas in mammals, and by the homologous organs of other organisms."" [GOC:mah, ISBN:0198506732]"
biological_process,regulation of gene expression by genetic imprinting,"""Heritable alterations in the activity of a gene that depend on whether it passed through the paternal or the maternal germline, but that are not encoded by DNA itself."" [GOC:ems, ISBN:0198506732, PMID:11498578]"
molecular_function,protein-arginine N-methyltransferase activity,"""Catalysis of the reaction: S-adenosyl-L-methionine + (protein)-arginine = S-adenosyl-L-homocysteine + (protein)-N-methyl-arginine."" [GOC:mah, PMID:12351636]"
molecular_function,GTPase binding,"""Interacting selectively and non-covalently with a GTPase, any enzyme that catalyzes the hydrolysis of GTP."" [GOC:ai]"
biological_process,tissue development,"""The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure."" [ISBN:0471245208]"
biological_process,V(D)J recombination,"""The process in which immune receptor V, D, and J, or V and J gene segments, depending on the specific receptor, are recombined within a single locus utilizing the conserved heptamer and nonomer recombination signal sequences (RSS)."" [GOC:add, ISBN:0781700221, ISBN:0781735149]"
biological_process,regulation of synapse organization,"""Any process that modulates the physical form of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."" [GOC:ai, GOC:dph, GOC:tb]"
molecular_function,NAD binding,"""Interacting selectively and non-covalently with nicotinamide adenine dinucleotide, a coenzyme involved in many redox and biosynthetic reactions; binding may be to either the oxidized form, NAD+, or the reduced form, NADH."" [GOC:ai]"
biological_process,regulation of cellular respiration,"""Any process that modulates the frequency, rate or extent of cellular respiration, the enzymatic release of energy from organic compounds."" [GOC:jl]"
biological_process,negative regulation of glial cell apoptotic process,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of glial cell apoptotic process."" [GOC:mah, GOC:mtg_apoptosis]"
cellular_component,caveola,"""A membrane raft that forms small pit, depression, or invagination that communicates with the outside of a cell and extends inward, indenting the cytoplasm and the cell membrane. Examples include flask-shaped invaginations of the plasma membrane in adipocytes associated with caveolin proteins, and minute pits or incuppings of the cell membrane formed during pinocytosis.  Caveolae may be pinched off to form free vesicles within the cytoplasm."" [GOC:mah, ISBN:0721662544, PMID:16645198]"
biological_process,respiratory gaseous exchange by respiratory system,"""The process of gaseous exchange between an organism and its environment. In plants, microorganisms, and many small animals, air or water makes direct contact with the organism's cells or tissue fluids, and the processes of diffusion supply the organism with dioxygen (O2) and remove carbon dioxide (CO2). In larger animals the efficiency of gaseous exchange is improved by specialized respiratory organs, such as lungs and gills, which are ventilated by breathing mechanisms."" [ISBN:0198506732]"
molecular_function,protein serine/threonine/tyrosine kinase activity,"""Catalysis of the reactions: ATP + a protein serine = ADP + protein serine phosphate; ATP + a protein threonine = ADP + protein threonine phosphate; and ATP + a protein tyrosine = ADP + protein tyrosine phosphate."" [GOC:mah]"
biological_process,histone H3-K36 trimethylation,"""The modification of histone H3 by addition of three methyl groups to lysine at position 36 of the histone."" [GOC:se, PMID:17948059]"
molecular_function,bHLH transcription factor binding,"""Interacting selectively and non-covalently with any of the basic Helix-Loop-Helix (bHLH) superfamily of transcription factors, important regulatory components in transcriptional networks of many developmental pathways."" [PMID:9144210]"
biological_process,double-strand break repair,"""The repair of double-strand breaks in DNA via homologous and nonhomologous mechanisms to reform a continuous DNA helix."" [GOC:elh]"
biological_process,negative regulation of astrocyte differentiation,"""Any process that stops, prevents, or reduces the frequency, rate or extent of astrocyte differentiation."" [GOC:vp, PMID:15139015]"
biological_process,cellular response to glucose stimulus,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a glucose stimulus."" [GOC:mah]"
biological_process,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,"""Any process that activates or increases the frequency, rate or extent of the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, and mediated by the proteasome."" [GOC:mah]"
cellular_component,stress fiber,"""A contractile actin filament bundle that consists of short actin filaments with alternating polarity, cross-linked by alpha-actinin and possibly other actin bundling proteins, and with myosin present in a periodic distribution along the fiber."" [PMID:16651381]"
biological_process,positive regulation of insulin secretion involved in cellular response to glucose stimulus,"""Any process that increases the frequency, rate or extent of the regulated release of insulin that contributes to the response of a cell to glucose."" [GOC:bf, GOC:yaf]"
biological_process,regulation of histone H3-K4 methylation,"""Any process that modulates the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 4 of histone H3."" [GOC:ai]"
biological_process,response to calcium ion,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a calcium ion stimulus."" [GOC:ai]"
molecular_function,SUMO transferase activity,"""Catalysis of the transfer of SUMO from one protein to another via the reaction X-SUMO + Y --> Y-SUMO + X, where both X-SUMO and Y-SUMO are covalent linkages."" [GOC:rn, PMID:11031248, PMID:11265250]"
biological_process,positive regulation of lipid biosynthetic process,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of lipids."" [GOC:ai]"
biological_process,triglyceride mobilization,"""The release of triglycerides, any triester of glycerol, from storage within cells or tissues, making them available for metabolism."" [GOC:mah, PMID:11943743, PMID:15713625]"
biological_process,platelet formation,"""The process in which platelets bud from long processes extended by megakaryocytes."" [GOC:mah, ISBN:0815316194]"
biological_process,positive regulation of filopodium assembly,"""Any process that activates or increases the frequency, rate or extent of the assembly of a filopodium, a thin, stiff protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal growth cone."" [GOC:ai, GOC:dph, GOC:tb]"
biological_process,negative regulation of proteasomal ubiquitin-dependent protein catabolic process,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, and mediated by the proteasome."" [GOC:mah]"
biological_process,regulation of cell cycle,"""Any process that modulates the rate or extent of progression through the cell cycle."" [GOC:ai, GOC:dph, GOC:tb]"
biological_process,negative regulation of reactive oxygen species metabolic process,"""Any process that stops, prevents or reduces the frequency, rate or extent of reactive oxygen species metabolic process."" [GOC:mah]"
molecular_function,progesterone receptor binding,"""Interacting selectively and non-covalently with a progesterone receptor."" [GOC:mah]"
biological_process,positive regulation of osteoblast differentiation,"""Any process that activates or increases the frequency, rate or extent of osteoblast differentiation."" [GOC:go_curators]"
biological_process,response to anisomycin,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an anisomycin stimulus."" [CHEBI:338412, GOC:mah]"
biological_process,hormone-mediated signaling pathway,"""A series of molecular signals mediated by the detection of a hormone."" [GOC:sm]"
biological_process,negative regulation of osteoblast differentiation,"""Any process that stops, prevents, or reduces the frequency, rate or extent of osteoblast differentiation."" [GOC:go_curators]"
molecular_function,mitogen-activated protein kinase binding,"""Interacting selectively and non-covalently with a mitogen-activated protein kinase."" [GOC:ai]"
biological_process,tissue remodeling,"""The reorganization or renovation of existing tissues. This process can either change the characteristics of a tissue such as in blood vessel remodeling, or result in the dynamic equilibrium of a tissue such as in bone remodeling."" [GOC:ebc]"
molecular_function,HLH domain binding,"""Interacting selectively and non-covalently with Helix Loop Helix, a domain of 40-50 residues that occurs in specific DNA-binding proteins that act as transcription factors. The domain is formed of two amphipathic helices joined by a variable length linker region that can form a loop and it mediates protein dimerization."" [GOC:go_curators, Prosite:PDOC0038]"
biological_process,hematopoietic stem cell homeostasis,"""Any biological process involved in the maintenance of the steady-state number of hematopoietic stem cells within a population of cells."" [GOC:dph, PMID:21508411]"
molecular_function,polyubiquitin modification-dependent protein binding,"""Interacting selectively and non-covalently with a protein upon poly-ubiquitination of the target protein."" [GOC:pg]"
biological_process,neuron maturation,"""A developmental process, independent of morphogenetic (shape) change, that is required for a neuron to attain its fully functional state."" [GOC:dph, GOC:jl]"
cellular_component,glial cell projection,"""A prolongation or process extending from a glial cell."" [GOC:mc]"
molecular_function,single-stranded DNA binding,"""Interacting selectively and non-covalently with single-stranded DNA."" [GOC:elh, GOC:vw, PMID:22976174]"
biological_process,termination of signal transduction,"""The signaling process in which signal transduction is brought to an end rather than being reversibly modulated."" [GOC:mtg_signal]"
molecular_function,histone kinase activity,"""Catalysis of the transfer of a phosphate group to a histone. Histones are any of a group of water-soluble proteins found in association with the DNA of eukaroytic chromosomes."" [GOC:bf]"
biological_process,cell fate commitment,"""The commitment of cells to specific cell fates and their capacity to differentiate into particular kinds of cells. Positional information is established through protein signals that emanate from a localized source within a cell (the initial one-cell zygote) or within a developmental field."" [ISBN:0716731185]"
cellular_component,female pronucleus,"""The pronucleus originating from the ovum that is being fertilized."" [GOC:hjd, ISBN:0198506732]"
biological_process,transcription preinitiation complex assembly,"""The aggregation, arrangement and bonding together of proteins on promoter DNA to form the transcriptional preinitiation complex (PIC), required for transcription."" [GOC:jp, GOC:txnOH]"
